id;electricity_2020;electricity_2025;electricity_2030;electricity_2035;electricity_2040;electricity_2045;electricity_2050
2325;98,478;94,2;65,39;69,18;73,83;69,95;72,81
2326;89,658;86,85;63,98;64,85;65,04;68,73;72,81
2327;84,252;81,6;63,98;42,11;50,11;56,56;68,34
2328;93,932;79,54;63,98;0;7,58;7,58;7,58
2329;92,552;79,54;56,78;0;4,74;0;14,48
2330;95,448;79,54;53,32;0;0;0;0
2331;101,148;84,29;62,73;0;0;0;0
2332;112,884;94,07;66,47;0;0;0;0
2333;114,912;95,76;79,25;0;0;0;0
2334;114,156;95,13;64,27;0;0;0;0
2335;106,416;88,68;62,08;0;0;0;0
2336;100,836;84,03;59,89;0;0;0;0
2337;94,968;79,14;62,08;0;0;0;0
2338;94,968;79,14;59,89;0;0;0;0
2339;94,968;79,14;63,98;0;0;0;0
2340;94,968;79,14;62,79;0;0;0;0
2341;94,968;79,14;63,98;0;0;0;0
2342;95,448;79,54;63,98;0;0;0;0
2343;101,232;84,36;63,98;0;0;0;0
2344;111,876;93,23;63,98;0;0;0;0
2345;119,496;99,58;85,06;0;0;0;0
2346;122,1;101,75;87,32;51,71;48,42;0;0
2347;112,738;100,92;87,16;63,82;38,56;39,65;41,83
2348;109,186;97,96;86,96;66,57;38,56;39,65;41,83
2349;99,424;93,76;84,87;66,57;22,03;0;65,44
2350;97,746;92,76;83,38;66,57;0;0;67,83
2351;89,346;86,59;80,47;59,3;38,56;0;72,81
2352;89,588;86,79;77,04;58,28;22,01;25,43;72,8
2353;87,836;85,33;71,79;69,18;37,07;56,56;72,8
2354;92,636;89,33;79,37;69,18;44,17;70,29;72,8
2355;96,812;92,81;84,96;69,18;59,55;73,52;72,8
2356;99,088;97,89;88;89,95;72,19;73,52;91,9
2357;105,75;103,44;89,19;91,77;73,83;73,52;91,89
2358;110,842;105,3;88;89,89;65,02;73,52;77,59
2359;110,788;99,9;86,4;69,18;7,58;0;45,46
2360;111,404;94,1;67,37;69,18;0;0;7,58
2361;106,304;91,32;67,37;67,56;0;0;16,4
2362;106,332;88,61;69,16;67,56;0;0;0
2363;106,332;88,61;66,53;67,56;0;0;0
2364;106,332;88,61;66,53;65,21;0;0;0
2365;106,332;88,61;66,53;67,56;0;0;0
2366;104,58;91,13;67,18;69,18;0;0;23,88
2367;101,54;96,75;85,24;69,18;55,01;56,56;72,8
2368;103,454;101,68;88,74;92,39;73,83;73,52;92,81
2369;110,59;107,73;94,85;95,5;94,94;94,35;93,43
2370;113,146;109,86;92,94;94,2;78,48;94,35;93,43
2371;102,362;100,77;88,83;89,89;73,83;73,52;92,81
2372;98,444;94,17;82,72;69,18;55,01;73,52;72,8
2373;94,972;86,72;71,73;66,39;0;0;45,46
2374;95,448;79,54;63,98;40,43;0;0;0
2375;95,448;79,54;63,98;0;0;0;0
2376;94,884;79,07;63,99;0;0;0;0
2377;94,884;79,07;63,99;0;0;0;0
2378;94,884;79,07;63,99;0;0;0;0
2379;95,436;79,53;63,99;0;0;0;0
2380;106,26;88,55;75;54,25;0;0;0
2381;114,744;95,62;84,47;69,19;0;0;0
2382;118,26;98,55;83,01;69,19;0;0;0
2383;112,104;93,42;63,99;0;0;0;0
2384;95,436;79,53;0;0;0;0;0
2385;94,884;79,07;0;0;0;0;0
2386;94,884;79,07;0;0;0;0;0
2387;94,884;79,07;0;0;0;0;0
2388;94,884;79,07;0;0;0;0;0
2389;94,884;79,07;0;0;0;0;0
2390;94,884;79,07;0;0;0;0;0
2391;99,996;83,33;26,2;0;0;0;0
2392;106,26;88,55;48,28;0;0;0;0
2393;106,26;88,55;63,99;0;0;0;0
2394;106,26;88,55;63,99;0;0;0;0
2395;103,896;86,58;63,99;0;0;0;0
2396;101,124;84,27;63,99;0;0;0;0
2397;95,436;79,53;63,99;0;0;0;0
2398;100,692;83,91;63,99;0;0;0;0
2399;95,436;79,53;63,99;0;0;0;0
2400;95,016;79,18;63,99;0;0;0;0
2401;95,436;79,53;63,99;0;0;0;0
2402;96,972;80,81;63,99;0;0;0;0
2403;106,176;88,48;63,99;0;0;0;0
2404;114,816;95,68;85,26;65,4;56,32;37,74;0
2405;121,08;100,9;87,18;69,19;72,54;73,52;0
2406;121,08;100,9;85,14;69,19;0;0;0
2407;114,636;95,53;74,61;10,59;0;0;0
2408;106,176;88,48;64,98;10,59;0;0;0
2409;104,136;86,78;63,99;14,56;0;0;0
2410;102,24;85,2;63,99;7,58;0;0;0
2411;102,24;85,2;63,99;10,59;0;0;0
2412;102,24;85,2;63,99;7,58;0;0;0
2413;101,208;84,34;65,69;7,58;0;0;0
2414;105,132;87,61;64,22;7,58;0;0;0
2415;111,06;92,55;80,97;69,19;13,67;0;0
2416;113,144;95,55;86,86;69,19;73,83;73,52;7,58
2417;113,208;96,61;87,18;69,19;73,83;73,52;13,62
2418;115,008;95,84;86,54;60,23;12,03;7,58;0
2419;111,24;92,7;86,33;66,54;0;0;0
2420;109,284;91,07;85,26;66,18;0;0;0
2421;105,132;87,61;85,14;62,21;0;0;0
2422;100,724;85,2;82,32;62,21;16,95;0;7,58
2423;87,138;79,53;81,78;66,18;48,12;52,3;41,49
2424;80,892;79,01;71,92;69,19;71,23;73,52;69,6
2425;80,864;79,52;74,46;69,19;73,84;73,52;72,8
2426;79,456;79,52;83,41;69,19;73,84;76,03;79,84
2427;81,628;83,34;86,71;88,98;73,84;92,8;91,9
2428;82,51;84,33;88,76;91,97;92,76;94,35;93,43
2429;85,186;86,56;91,23;92,21;93,31;94,35;93,43
2430;87,678;87,39;88,76;90,6;73,84;74,88;85,95
2431;80,864;79,52;85,27;69,19;68,54;73,52;72,8
2432;80,252;79,01;81,73;69,19;54,79;73,52;72,8
2433;80,252;79,01;80,98;69,19;54,79;73,52;72,8
2434;84,072;79,01;81,69;69,19;67,15;73,38;53,7
2435;82,8;79,01;80,98;69,19;54,79;73,52;60,06
2436;80,256;79,01;71,95;69,19;65,76;62,58;72,78
2437;80,252;79,01;80,98;69,19;55,14;73,52;72,8
2438;80,252;79,01;81,69;69,19;69,68;73,52;72,8
2439;80,252;79,01;81,69;69,19;62,98;73,52;72,8
2440;87,908;85,88;86,34;69,19;73,84;73,52;75,74
2441;87,856;88,53;87,48;89,24;73,84;89,59;91,9
2442;90,992;88,71;87,35;69,19;73,84;73,52;77,3
2443;90,756;88,53;87,03;71,92;73,84;73,52;77,4
2444;87,596;85,13;86,87;69,19;73,84;73,52;72,8
2445;85,976;83,78;86,14;69,19;73,84;73,52;72,8
2446;80,252;79,01;85,82;69,19;73,84;73,52;72,8
2447;76,432;79,01;82,74;69,19;73,84;73,52;91,9
2448;76,078;78,97;82,71;87,34;73,84;90,1;93,43
2449;76,078;78,97;82,75;90,6;92,76;93,72;93,43
2450;76,078;78,97;85,29;92,04;94,33;94,35;93,43
2451;76,508;79,52;86,15;93,36;97,02;94,82;94,58
2452;77,564;80,62;86,99;94,81;97,11;97,71;95,9
2453;76,14;79,52;87;95,68;98,52;97,51;96,42
2454;77,398;80,07;86;93,98;95,05;94,35;93,43
2455;79,004;78,97;81,79;89,9;73,84;75,29;78,8
2456;79,004;78,97;78,42;89,9;73,84;78,34;78,8
2457;80,204;78,97;64;87,34;73,84;73,52;72,8
2458;80,204;78,97;64;76,15;73,84;73,52;72,8
2459;81,334;78,97;64;75,02;73,84;73,52;67,15
2460;80,204;78,97;64;76,15;73,84;73,52;72,8
2461;80,204;78,97;64;76,78;73,84;73,52;72,8
2462;80,864;79,52;64;87,34;73,84;73,52;72,8
2463;80,506;79,52;64;74,88;73,84;73,52;74,59
2464;83,806;85,41;84,08;91,67;93,4;93,72;93,43
2465;90,562;91,04;86,55;93,34;95,43;94,35;93,43
2466;92,95;93,03;87,25;92,38;94,96;94,35;93,43
2467;92,386;92,56;86,55;91,64;93,4;94,35;93,43
2468;90,562;91,04;85,27;90,6;87,63;91,3;93,43
2469;90,418;90,92;84,99;90,03;76,14;90,55;93,43
2470;87,334;88,35;82,71;89,25;73,92;89,02;93,43
2471;87,334;88,35;78,81;89,25;93,4;93,72;93,43
2472;87,25;88,28;79,69;90,03;94,32;94,35;93,43
2473;87,25;88,28;81,78;90,33;94,96;94,35;93,43
2474;90,262;90,79;82,76;91,15;95,06;94,45;93,43
2475;92,658;92,81;84,82;91,97;96,95;96;93,57
2476;100,982;100,26;85,17;92,92;100,5;98,48;96,65
2477;106,402;104,91;82,76;92,38;99,99;98,48;97,45
2478;110,158;107,37;79,69;91,13;96,14;94,35;93,43
2479;105,938;101,39;66,21;73,26;73,84;75,08;78,65
2480;102,248;97,34;66,05;69,2;73,84;73,52;72,8
2481;97,748;93,59;65,41;69,2;73,84;73,52;72,8
2482;98,72;92,35;64,01;69,2;73,84;73,52;60,5
2483;98,938;92,35;64,01;69,2;73,84;73,52;59,41
2484;96,712;90,98;64,01;69,2;73,84;73,52;62,32
2485;96,26;92,35;64,01;69,2;73,84;73,52;72,8
2486;96,812;92,81;64,01;69,2;73,84;73,52;72,8
2487;100,436;95,83;64,01;69,2;73,84;73,52;72,8
2488;101,47;100,13;74,85;85,94;92,76;92,53;93,43
2489;105,634;103,6;85,17;89,97;96,21;94,35;93,43
2490;107,314;105;86,57;89,23;94,96;94,35;93,43
2491;102,534;100,87;83,43;84,57;87,63;90,1;92,55
2492;101,89;97,78;82,76;69,2;73,84;73,52;77,23
2493;97,548;93,65;73,03;69,2;73,84;73,52;74,16
2494;92,456;89,18;64,01;69,2;71,52;73,52;72,8
2495;90,86;87,85;64,01;63,7;67,37;66;72,8
2496;89,288;86,54;64,01;66,68;71,2;73,52;72,8
2497;87,236;84,83;64,01;60,65;62,95;72,82;72,8
2498;89,288;86,54;65,39;66,68;68,59;72,63;72,8
2499;91,652;88,51;77,01;66,68;71,2;73,52;72,8
2500;100,296;96,34;86,16;69,2;70,71;73,52;76,56
2501;106,772;101,11;87,05;59,03;62,95;56,31;72,8
2502;106,772;101,11;85,29;57,55;38,34;30,45;72,8
2503;115,584;96,32;65,39;0;0;0;0
2504;106,428;88,69;64,01;0;0;0;0
2505;95,412;79,51;26,15;0;0;0;0
2506;95,412;79,51;0;0;0;0;0
2507;95,412;79,51;0;0;0;0;0
2508;95,412;79,51;0;0;0;0;0
2509;95,412;79,51;0;0;0;0;0
2510;95,412;79,51;0;0;0;0;0
2511;98,544;82,12;0;-1;0;0;0
2512;105,204;87,67;0;-25;0;0;0
2513;105,864;88,22;0;-25;0;0;0
2514;105,096;87,58;0;-25;0;0;0
2515;97,86;81,55;0;-25;0;0;0
2516;94,692;78,91;0;-25;0;0;0
2517;94,692;78,91;0;-25;0;0;0
2518;94,692;78,91;0;-25;0;0;0
2519;94,692;78,91;0;-25;0;0;0
2520;94,644;78,87;0;-25;0;0;0
2521;94,644;78,87;0;-25;0;0;0
2522;94,644;78,87;0;-25;0;0;0
2523;99,396;82,83;0;-25;0;0;0
2524;108,876;90,73;64,01;0;0;0;0
2525;116,868;97,39;74,14;0;0;0;0
2526;118,848;99,04;65,32;0;0;0;0
2527;110,796;92,33;13;0;0;0;0
2528;95,4;79,5;13;0;0;0;0
2529;96,72;80,6;0;0;0;0;0
2530;95,4;79,5;0;0;0;0;0
2531;96,72;80,6;0;0;0;0;0
2532;95,4;79,5;0;0;0;0;0
2533;95,4;79,5;0;0;0;0;0
2534;94,644;78,87;26,13;0;0;0;0
2535;100,236;83,53;39,82;0;0;0;0
2536;104,088;86,74;56,89;0;0;0;0
2537;106,212;88,51;56,89;-1;0;0;0
2538;106,992;89,16;64,01;-1;0;0;0
2539;104,556;87,13;64,01;-1;0;0;0
2540;101,856;84,88;64,01;-1;0;0;0
2541;99,156;82,63;64,01;-1;0;0;0
2542;95,4;79,5;64,01;-1;0;0;0
2543;95,592;79,66;64,01;-1;0;0;0
2544;98,268;81,89;64,02;-1;0;0;0
2545;98,268;81,89;64,02;0;0;0;0
2546;101,148;84,29;64,02;0;0;0;0
2547;104,088;86,74;64,02;0;0;0;0
2548;111,696;93,08;79,43;0;0;0;0
2549;116,604;97,17;83,45;0;0;0;0
2550;116,652;97,21;64,02;0;0;0;0
2551;108,78;90,65;64,02;0;0;0;0
2552;104,472;87,06;64,02;0;0;0;0
2553;103,452;86,21;64,02;0;0;0;0
2554;101,784;84,82;64,02;0;0;0;0
2555;99,972;83,31;64,02;0;0;0;0
2556;101,064;84,22;64,02;0;0;0;0
2557;101,064;84,22;64,02;0;0;0;0
2558;101,148;84,29;64,02;0;0;0;0
2559;104,472;87,06;64,02;0;0;0;0
2560;111,132;92,61;81,02;0;0;0;0
2561;114,576;95,48;86,75;0;0;0;0
2562;117,576;97,98;87,39;0;0;0;0
2563;104,91;97,29;87,07;0;0;0;59,19
2564;105,318;94,96;86,59;57,37;0;0;43,17
2565;96,008;92,14;86,18;66,43;0;62,93;72,8
2566;91,136;88,08;85,3;64,95;33,19;72,97;72,8
2567;91,136;88,08;85,3;69,21;56,76;73,52;72,8
2568;89,264;86,52;85,31;69,21;55,17;73,52;72,8
2569;87,14;84,75;85,31;69,21;56,97;73,52;72,8
2570;87,14;84,75;86,56;69,21;67,62;73,52;72,8
2571;90,446;88,5;87,08;87,36;73,84;76,98;78,77
2572;92,354;92,03;89,79;91,99;73,84;91,3;90,41
2573;95,498;95,05;92,43;92,93;92,76;94,35;92,81
2574;96,678;94,95;90,67;91,68;73,84;91,3;86,31
2575;91,772;88,61;87,08;69,21;57,87;73,52;72,8
2576;86,504;84,22;85,2;69,21;54,47;73,52;72,8
2577;87,14;84,75;84,79;69,21;54,47;73,52;72,8
2578;86,504;84,22;84,78;69,21;53,37;73,52;72,8
2579;86,504;84,22;84,04;69,21;54,47;73,52;72,8
2580;86,504;84,22;82,79;69,21;55,17;73,52;72,8
2581;86,504;84,22;84,04;69,21;55,17;73,17;72,8
2582;86,588;84,29;84,04;69,21;54,47;73,52;72,8
2583;86,588;84,29;84,04;69,21;52,66;73,52;72,8
2584;91,772;88,61;86,92;69,21;54,47;73,52;72,8
2585;96,782;93,46;89,79;89,92;73,84;89,64;76,85
2586;96,678;94,95;89,86;88,23;73,84;74,24;86,31
2587;96,422;93,48;88,06;69,21;70,82;73,52;78,77
2588;96,184;92,54;87,04;69,21;70,82;73,52;74,32
2589;91,772;88,61;86,71;69,21;62,37;73,52;72,8
2590;84,806;83,48;85,2;69,21;57,87;73,52;76,85
2591;80,888;79,54;85,14;69,21;56,97;73,52;72,8
2592;81,788;80,29;81,83;69,21;60,53;73,52;72,8
2593;81,788;80,29;81,83;69,21;58,67;73,52;72,8
2594;83,264;81,52;81,83;69,21;54,42;73,52;72,8
2595;85,4;83,3;81,83;69,21;58,38;73,52;72,8
2596;84,61;83,3;83,46;69,21;73,84;73,52;76,75
2597;85,724;83,57;85,2;89,93;73,84;73,52;72,8
2598;85,46;83,35;85,32;69,21;55,89;73,52;72,8
2599;83,264;81,52;81,83;69,21;53,12;73,52;72,8
2600;81,788;80,29;64,03;69,21;54,42;73,52;72,8
2601;79,976;78,78;64,03;69,21;47,81;68,39;72,8
2602;79,976;78,78;64,03;69,21;46,63;70,66;72,8
2603;79,976;78,78;64,03;69,21;53,12;73,52;72,8
2604;79,976;78,78;64,03;69,21;49,95;73,52;72,8
2605;79,976;78,78;65,2;69,21;50,34;73,52;72,8
2606;79,976;78,78;64,03;69,21;52,19;72,8;72,8
2607;85,46;83,35;81,83;69,21;54,42;72,8;72,8
2608;94,076;90,53;84,78;89,25;73,84;73,52;72,8
2609;93,562;93,54;87,89;93,36;93,94;94,34;93,43
2610;97,91;97,06;88,07;93,72;94,98;94,34;92,81
2611;93,574;93,06;87,24;89,93;73,84;74,37;90,49
2612;95,23;92,15;87,24;89,27;73,84;73,52;76,75
2613;94,052;90,51;86,39;89,27;73,84;73,52;72,8
2614;87,73;88;85,2;88,23;73,84;79,77;89,35
2615;83,254;84,69;85,2;89,93;74,42;89,69;91,87
2616;82,456;84,2;85,78;90,63;86,99;92,8;92,92
2617;82,354;84,2;85,78;91,66;92,76;94,34;93,43
2618;82,438;84,27;86,4;92,21;94,98;94,34;93,43
2619;83,872;85,77;87,19;93,72;96,23;95,93;95,26
2620;84,958;86,87;86,93;95,7;99,56;97,51;96,43
2621;83,452;85,42;87,19;95,86;98,17;96,54;95,26
2622;81,478;83,47;84,73;93,85;93,42;93,72;93,43
2623;79,15;78,74;67,33;87,37;73,84;73,51;76,69
2624;79,928;78,74;64,03;69,21;73,84;73,51;72,8
2625;79,928;78,74;64,03;69,21;73,84;73,51;72,8
2626;79,928;78,74;64,03;69,21;73,84;73,51;72,8
2627;79,928;78,74;64,03;69,21;73,84;73,51;72,8
2628;79,928;78,74;64,03;69,21;73,84;73,51;72,8
2629;79,928;78,74;64,03;69,21;73,34;73,51;72,8
2630;79,928;78,74;64,03;69,21;73,29;73,51;72,8
2631;79,928;78,74;64,03;69,21;73,84;73,51;72,8
2632;82,518;83,47;72,64;85,86;73,84;73,51;88,23
2633;89,338;90,02;83,47;90,63;94,98;93,72;93,43
2634;91,582;91,89;85,33;90,84;86,99;93,72;93,43
2635;89,364;88,65;83,47;89,99;73,84;73,51;85,08
2636;87,214;85,46;81,84;72,3;73,84;73,51;76,69
2637;85,376;83,28;66,56;69,21;73,84;73,51;72,8
2638;79,928;78,74;64,03;69,21;73,84;73,51;72,8
2639;79,928;78,74;64,03;69,21;73,84;73,51;72,8
2640;79,154;78,71;64,03;69,22;73,85;73,51;76,49
2641;79,126;78,71;64,03;69,22;73,85;80,56;76,63
2642;77,004;79,48;64,03;76,15;81,32;89,42;91,86
2643;78,01;80,58;64,03;83,81;92,76;93,72;93,43
2644;76,69;79,48;70,91;87,26;96,07;94,34;93,43
2645;76,69;79,48;65,14;86,8;96,23;94,34;93,43
2646;76,996;79,48;64,03;74,33;79,54;90,44;91,9
2647;79,892;78,71;60,29;68,81;73,85;73,51;72,8
2648;79,892;78,71;50,77;43,4;54,34;73,51;72,8
2649;83,092;78,71;55,53;43,37;70,65;55,96;56,8
2650;80,918;78,71;45,6;41,89;53,59;59,04;67,67
2651;81,278;78,71;46,01;52,38;49,15;52,32;65,87
2652;80,918;78,71;46,85;30,36;45,13;40,12;67,67
2653;82,366;78,71;53,15;43,37;54,34;45,59;60,43
2654;82,662;78,71;50,25;41,16;54,73;50,08;58,95
2655;79,892;78,71;60,29;59,84;73,85;73,51;72,8
2656;85,974;87,05;64,03;69,22;77,48;83,41;92,43
2657;89,888;90,5;78,58;89,99;96,07;94,47;93,56
2658;92,816;93,26;85,16;89,99;97,75;94,44;95,48
2659;93,214;93,25;85,05;88,3;95,46;94,34;93,43
2660;93,01;93,08;82,81;82,4;93,79;94,34;93,43
2661;89,782;90,39;74,05;74,41;92,72;93,03;93,43
2662;86,898;87,82;65,14;69,22;79,38;89,34;92,43
2663;86,776;87,63;64,03;69,22;75,65;81,44;91,9
2664;89,778;90,13;64,04;69,22;73,85;73,51;91,89
2665;89,686;90,31;64,04;69,22;73,85;75,33;93,43
2666;92,15;92,26;64,04;69,22;73,85;89,49;92,81
2667;92,65;92,78;64,04;69,22;73,85;73,51;93,43
2668;99,43;98,43;64,04;69,22;73,85;73,51;93,43
2669;108,028;102,44;64,04;44,28;70,6;73,51;74,5
2670;111,88;102,41;37,79;0;0;0;55,06
2671;114,312;95,26;0;0;0;0;0
2672;108,156;90,13;0;0;0;0;0
2673;105,348;87,79;0;0;0;0;0
2674;105,348;87,79;0;0;0;0;0
2675;106,176;88,48;0;0;0;0;0
2676;105,348;87,79;0;0;0;0;0
2677;105,3;87,75;18,92;0;0;0;0
2678;105,348;87,79;16,89;0;0;0;0
2679;110,328;91,94;45,18;0;0;0;0
2680;101,188;94,14;64,04;63,25;0;0;58,9
2681;105,296;100,81;73,23;69,22;62,17;55,93;78,38
2682;106,366;104,21;85,23;75,02;73,85;73,51;93,43
2683;105,058;103,12;85,89;82,02;73,85;73,51;93,43
2684;102,41;100,81;84,75;75,02;73,85;73,51;92,81
2685;97,61;96,81;84,91;75,02;73,85;73,51;92,81
2686;94,212;93,82;85,23;87,37;73,85;73,51;91,86
2687;95,202;94,11;85,17;86,03;73,85;73,51;88,65
2688;93,936;93,59;86,22;88,25;73,85;73,51;91,86
2689;93,36;93,11;86,64;89,11;73,85;89,39;91,86
2690;94,282;94,14;87,1;90,33;73,85;80,29;93,43
2691;97,546;96,86;88,64;92,17;88,34;92,51;93,43
2692;105,982;103,89;92,72;94,25;88,34;92,51;93,43
2693;113,926;110,51;96,46;94,73;75,26;92,51;93,43
2694;121,608;116,65;93,05;94,01;73,85;73,51;91,86
2695;109,55;104,46;88,82;91,93;73,85;73,51;79,01
2696;105,72;100,5;87,57;91,67;73,85;73,51;74,4
2697;102,56;97,6;86,95;90,33;72,86;73,51;72,8
2698;101,528;96,74;86,8;89,21;73,17;73,51;72,8
2699;101,456;96,68;86,77;89,28;65,06;73,51;72,8
2700;100,976;96,28;86,64;89,11;65,06;72,28;72,8
2701;101,528;96,74;86,77;89,21;70,52;73,51;72,8
2702;101,672;96,86;86,63;88,29;65,06;69,32;72,8
2703;106,172;100,61;87,73;89,56;73,85;73,51;72,8
2704;109,436;103,33;91,37;93,39;73,85;73,51;72,8
2705;123,154;118,2;98,2;95,71;94,99;94,34;93,43
2706;123,154;118,2;108,13;98,53;96,24;94,34;93,43
2707;114,898;111,32;97,71;96,71;94,99;94,34;93,43
2708;105,898;103,82;93,05;94,08;94,36;94,34;93,43
2709;102,038;100,5;89,18;93,25;89,07;92,8;92,81
2710;94,108;93,25;87,57;90,85;92,76;92,51;88,96
2711;94,556;92,45;87,1;90;92,76;92,51;81,92
2712;95,984;92,12;86,63;88,25;92,76;92,51;72,8
2713;95,984;92,12;86,43;87,38;92,76;92,51;72,8
2714;95,984;92,12;86,43;87,15;90,33;91,3;72,8
2715;95,984;92,12;86,51;89,27;92,76;92,51;72,8
2716;103,208;98,14;88,1;91,7;94,99;94,34;72,8
2717;107,96;102,1;88,95;91,7;94,99;93,87;72,8
2718;108,548;102,19;87,74;88,66;86,74;73,51;70,4
2719;118,14;98,45;83,5;69,22;73,85;72,6;0
2720;106,296;88,58;57,45;0;0;0;0
2721;99,576;82,98;33,4;0;0;0;0
2722;94,332;78,61;0;0;0;0;0
2723;94,332;78,61;27,03;0;0;0;0
2724;94,332;78,61;0;0;0;0;0
2725;94,332;78,61;0;0;0;0;0
2726;95,352;79,46;26;0;0;0;0
2727;101,1;84,25;51,61;0;0;0;0
2728;110,544;92,12;64,05;0;0;0;0
2729;111,744;93,12;64,12;0;0;0;0
2730;110,544;92,12;64,05;0;0;0;0
2731;105,144;87,62;64,05;0;0;0;0
2732;95,352;79,46;61,76;0;0;0;0
2733;94,992;79,16;58,49;0;0;0;0
2734;94,332;78,61;55,87;0;0;0;0
2735;94,332;78,61;45,5;0;0;0;0
2736;94,296;78,58;45,46;0;0;0;0
2737;94,296;78,58;25,98;0;0;0;0
2738;94,296;78,58;46,27;0;0;0;0
2739;94,296;78,58;53,45;0;0;0;0
2740;103,764;86,47;64,05;0;0;0;0
2741;110,46;92,05;64,95;0;0;0;0
2742;110,46;92,05;64,05;0;0;0;0
2743;94,296;78,58;25,98;0;0;0;0
2744;92,4;77;7,58;0;0;0;0
2745;88,212;73,51;7,58;0;0;0;0
2746;91,224;76,02;16,69;0;0;0;0
2747;92,928;77,44;25,79;0;0;0;0
2748;91,548;76,29;43,99;0;0;0;0
2749;92,928;77,44;45,46;0;0;0;0
2750;92,928;77,44;46,99;0;0;0;0
2751;94,296;78,58;55,37;0;0;0;0
2752;105,564;87,97;64,05;53,15;0;0;0
2753;96,892;92,82;81,07;69,23;55,43;63,7;72,46
2754;101,384;96,62;85,91;68,94;73,85;61,26;72,8
2755;103,256;94,55;82,84;57,83;47,86;18,22;51,02
2756;103,582;90,23;79,77;58,85;10,08;0;23,47
2757;100,426;87,6;82,54;58,85;21,65;0;23,47
2758;85,33;82,97;79,77;66,42;45,97;0;71,17
2759;85,004;82,97;79,77;69,23;65,34;55,77;72,8
2760;86,516;84,23;84,34;75,5;73,85;73,51;72,8
2761;85,922;86,67;85,27;88,26;73,85;73,51;90,41
2762;86,304;87,49;86,25;90,28;86,43;89,85;93,42
2763;86,424;87,59;87,44;91,91;91,93;94,34;93,42
2764;86,534;87,76;89,04;93,39;95,48;94,82;93,89
2765;87,244;88,46;92,79;93,57;95,63;94,82;94,54
2766;87,312;87,59;89,85;91,89;73,85;89,85;88,98
2767;84,74;82,75;84,34;69,23;58,47;65,53;72,8
2768;79,988;78,79;79,77;69,23;54,53;63,32;72,8
2769;79,7;78,55;79,77;69,23;56,5;66,63;72,8
2770;79,71;78,55;79,77;68,15;57,49;67,73;72,75
2771;79,7;78,55;79,77;53,58;40,05;66,63;72,8
2772;79,7;78,55;79,77;69,23;40,05;38,96;72,8
2773;80,912;78,55;79,77;69,23;40,05;39,36;66,74
2774;79,7;78,55;79,77;66,37;41,76;21,73;72,8
2775;79,7;78,55;81,89;69,23;57,52;48,17;72,8
2776;86,516;84,23;84,34;69,23;55,49;71,05;72,8
2777;90,752;87,76;86,82;84,61;73,85;73,51;72,8
2778;93,272;89,86;86,44;69,23;70,5;73,51;72,8
2779;89,216;86,48;86,25;69,23;69,31;62,26;72,8
2780;88,184;85,62;85,37;69,23;61,43;39,36;72,8
2781;80,78;79,45;82,85;69,23;64,39;58,74;72,8
2782;79,7;78,55;79,77;69,23;50,35;58,74;72,8
2783;79,7;78,55;68,86;69,23;43,48;7,58;72,8
2784;78,356;77,43;64,06;56,81;53,95;35,91;72,8
2785;79,3;77,43;64,06;61,69;53,95;48,27;68,08
2786;77,828;76,99;64,06;69,23;70,13;72,27;72,8
2787;78,356;77,43;64,06;69,23;70,13;73,51;72,8
2788;77,828;76,99;64,06;73,85;70,13;73,51;72,8
2789;77,708;77,43;64,06;69,23;73,85;73,51;76,04
2790;83,112;76,28;64,06;69,23;64,3;72,27;42,12
2791;82,26;68,55;25,93;0;0;0;0
2792;69,984;58,32;16,88;0;0;0;0
2793;58,476;48,73;7,58;0;0;0;0
2794;50,976;42,48;7,58;0;0;0;0
2795;60,132;50,11;7,58;0;0;0;0
2796;69,984;58,32;0;0;0;0;0
2797;79,416;66,18;0;0;0;0;0
2798;79,416;66,18;0;0;0;0;0
2799;92,388;76,99;9,76;22,72;0;0;0
2800;79,652;78,51;64,06;69,23;70,13;73,51;72,8
2801;80,724;82,84;79,78;81,65;82,51;92,5;93,42
2802;86,304;87,49;83,49;90,01;94,11;94,34;93,42
2803;86,616;87,75;79,78;88,26;93,44;92,5;93,42
2804;84,11;85,56;78,51;75,09;73,85;88,95;92,81
2805;77,544;79,45;64,06;69,23;73,85;73,69;88,98
2806;80,072;78,86;61,45;61,69;73,85;73,51;72,8
2807;83,786;78,86;39,06;42,61;57,22;42,98;54,23
2808;88,936;79,44;36,97;56,72;12,6;7,58;31,96
2809;91,58;79,44;45,32;7,95;0;0;18,74
2810;95,328;79,44;45,32;7,95;0;0;0
2811;87,954;82,48;34,84;40,77;46,97;55,52;55,11
2812;95,648;91,84;46,49;57,5;73,12;73,51;72,8
2813;103,544;99,34;45,32;69,23;73,85;73,51;78,32
2814;105,584;100,12;59,98;39,71;72,75;61,18;72,8
2815;106,12;96,24;46,49;39,71;10,88;54,44;46,84
2816;102,484;93,21;63,35;58,24;7,58;42,66;46,84
2817;95,264;91,52;64,06;42,82;43,54;46,02;72,8
2818;95,096;91,38;64,06;39,71;40,1;57,81;72,8
2819;95,264;91,52;64,06;39,71;57,34;55,52;72,8
2820;95,264;91,52;64,06;56,72;55,57;52,76;72,8
2821;97,124;91,38;64,75;55,67;59;52,76;62,66
2822;95,96;92,1;64,48;56,72;40,1;55,41;72,8
2823;96,92;92,9;78,52;55,67;43,54;51,08;72,8
